device_id,vehicle_id,driver_name,timestamp,latitude,longitude,speed_mph,heading_deg,altitude_ft,hdop,satellites,ignition
CTX-77003,KOS-07,Krenek,2026-08-06T09:40:00-05:00,30.0191210,-95.8450144,18.1,270.5,162.9,1.3,10,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:40:20-05:00,30.0190971,-95.8464726,16.9,279.0,162.1,1.2,11,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:40:40-05:00,30.0194745,-95.8478430,18.9,291.5,160.6,1.3,11,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:41:00-05:00,30.0201837,-95.8486762,17.0,0.6,159.0,1.4,8,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:41:20-05:00,30.0214202,-95.8485958,14.2,21.1,163.3,1.2,10,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:41:40-05:00,30.0229125,-95.8477704,24.7,23.1,158.2,1.4,9,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:42:00-05:00,30.0247510,-95.8468679,25.6,22.7,163.6,0.8,10,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:42:20-05:00,30.0266114,-95.8459762,27.6,22.7,162.2,1.2,8,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:42:40-05:00,30.0265096,-95.8434632,41.2,113.4,164.2,1.3,11,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:43:00-05:00,30.0252177,-95.8400232,39.2,113.4,163.6,1.4,10,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:43:20-05:00,30.0239334,-95.8365775,40.9,113.4,161.1,1.3,12,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:43:40-05:00,30.0227368,-95.8333235,34.9,114.0,159.6,0.8,11,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:44:00-05:00,30.0216071,-95.8304724,34.3,113.8,162.1,1.3,11,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:44:20-05:00,30.0204832,-95.8275524,34.0,113.8,157.0,0.8,8,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:44:40-05:00,30.0193957,-95.8246728,34.5,113.8,161.1,0.9,8,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:45:00-05:00,30.0182593,-95.8217602,35.3,114.0,164.8,0.8,11,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:45:20-05:00,30.0171841,-95.8188428,35.2,113.0,163.6,1.3,12,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:45:40-05:00,30.0160838,-95.8159231,36.2,114.1,161.5,1.0,8,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:46:00-05:00,30.0136351,-95.8152348,38.1,179.5,160.2,1.3,12,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:46:20-05:00,30.0107052,-95.8152377,35.1,181.6,163.4,1.2,8,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:46:40-05:00,30.0078141,-95.8152182,35.8,178.5,163.4,1.2,10,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:47:00-05:00,30.0049742,-95.8151599,36.4,179.9,164.7,1.1,11,1
CTX-77003,KOS-07,Krenek,2026-08-06T09:47:20-05:00,30.0020448,-95.8151504,35.9,179.8,160.2,1.2,9,1
