device_id,vehicle_id,driver_name,timestamp,latitude,longitude,speed_mph,heading_deg,altitude_ft,hdop,satellites,ignition
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:49:00-05:00,29.7899693,-95.8199832,23.8,270.0,156.2,0.8,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:49:20-05:00,29.7899582,-95.8222686,25.4,270.0,158.4,1.1,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:49:40-05:00,29.7900920,-95.8244526,34.1,0.3,157.1,1.1,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:50:00-05:00,29.7928673,-95.8244463,33.2,357.5,154.0,0.9,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:50:20-05:00,29.7955198,-95.8249545,33.4,359.6,156.8,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:50:40-05:00,29.7983042,-95.8250040,34.7,359.2,158.4,1.3,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:51:00-05:00,29.8010620,-95.8249949,33.2,359.9,158.4,1.2,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:51:20-05:00,29.8037962,-95.8250220,36.2,359.5,154.9,1.3,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:51:40-05:00,29.8065801,-95.8250491,31.4,359.9,157.7,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:52:00-05:00,29.8093376,-95.8251010,35.0,0.0,157.5,1.4,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:52:20-05:00,29.8121135,-95.8250826,33.9,359.8,159.5,0.7,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:52:40-05:00,29.8147622,-95.8247615,33.9,32.8,155.4,1.1,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:53:00-05:00,29.8167049,-95.8228910,36.1,89.4,159.0,1.3,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:53:20-05:00,29.8167518,-95.8197284,34.0,90.0,153.6,1.1,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:53:40-05:00,29.8167875,-95.8165532,34.0,89.7,156.6,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:54:00-05:00,29.8167920,-95.8133807,34.5,89.4,159.4,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:54:20-05:00,29.8168444,-95.8102247,33.6,89.4,158.8,1.3,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:54:40-05:00,29.8167758,-95.8070369,34.9,89.4,157.8,1.4,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:55:00-05:00,29.8190389,-95.8065728,35.3,359.0,160.5,1.1,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:55:20-05:00,29.8218054,-95.8065973,32.9,2.1,161.8,1.4,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:55:40-05:00,29.8245489,-95.8066631,33.5,0.0,159.6,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:56:00-05:00,29.8272935,-95.8066602,34.5,359.7,161.3,1.1,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:56:20-05:00,29.8300629,-95.8067739,33.7,360.0,157.1,1.1,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:56:40-05:00,29.8328040,-95.8067568,34.6,0.1,157.9,1.3,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:57:00-05:00,29.8355727,-95.8068122,35.1,359.2,160.1,1.1,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:57:20-05:00,29.8383080,-95.8068261,34.8,1.3,156.2,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:57:40-05:00,29.8410723,-95.8068198,34.3,1.9,163.2,1.2,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:58:00-05:00,29.8438181,-95.8068872,32.5,358.9,156.9,1.2,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:58:20-05:00,29.8465598,-95.8069147,32.1,0.8,159.5,0.7,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:58:40-05:00,29.8492983,-95.8069334,34.8,359.4,158.7,0.9,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:59:00-05:00,29.8520659,-95.8069872,32.7,358.2,159.6,1.3,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:59:20-05:00,29.8548013,-95.8070751,37.3,358.9,161.2,1.3,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T06:59:40-05:00,29.8575596,-95.8070623,35.4,0.4,157.5,0.8,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:00:00-05:00,29.8603040,-95.8070736,34.9,359.7,159.5,1.3,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:00:20-05:00,29.8630494,-95.8071381,35.2,359.3,156.8,0.8,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:00:40-05:00,29.8658086,-95.8071449,32.0,359.4,155.4,0.9,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:01:00-05:00,29.8685965,-95.8071307,33.8,359.4,158.2,0.7,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:01:20-05:00,29.8713326,-95.8071519,33.0,359.4,159.7,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:01:40-05:00,29.8741095,-95.8071997,32.6,359.4,158.3,1.4,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:02:00-05:00,29.8749335,-95.8049931,34.7,89.5,158.5,0.9,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:02:20-05:00,29.8749649,-95.8018195,32.9,89.5,156.5,0.8,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:02:40-05:00,29.8750056,-95.7986455,33.9,89.5,156.3,1.1,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:03:00-05:00,29.8750190,-95.7955054,34.8,89.5,156.7,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:03:20-05:00,29.8750370,-95.7923390,34.4,89.5,157.7,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:03:40-05:00,29.8742099,-95.7905443,23.1,180.5,155.8,0.9,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:04:00-05:00,29.8722148,-95.7904825,24.3,178.4,161.3,1.3,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:04:20-05:00,29.8701702,-95.7904615,26.5,179.4,157.7,1.2,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:04:40-05:00,29.8681892,-95.7904306,25.7,179.5,156.9,0.9,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:05:00-05:00,29.8661862,-95.7904020,24.7,179.5,157.3,1.3,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:05:20-05:00,29.8649960,-95.7903950,0.0,339.2,155.7,0.8,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:06:06-05:00,29.8649905,-95.7903956,0.0,186.5,157.8,1.0,10,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:07:06-05:00,29.8650326,-95.7903913,0.0,210.9,160.3,0.8,10,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:08:06-05:00,29.8650152,-95.7904054,0.0,321.0,159.6,0.8,12,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:09:06-05:00,29.8649580,-95.7903934,0.0,50.5,160.4,1.0,8,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:10:06-05:00,29.8649923,-95.7903710,0.0,261.8,157.2,0.8,9,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:11:06-05:00,29.8649965,-95.7904118,0.0,228.4,160.2,1.0,10,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:12:06-05:00,29.8650101,-95.7903743,0.0,278.3,160.3,1.0,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:13:06-05:00,29.8650399,-95.7904378,0.0,351.3,157.8,1.1,9,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:14:06-05:00,29.8649748,-95.7903950,0.0,319.4,160.3,1.1,10,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:15:06-05:00,29.8649872,-95.7904194,0.0,315.5,156.5,0.7,8,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:16:06-05:00,29.8650044,-95.7903822,0.0,172.3,159.9,1.2,9,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:17:06-05:00,29.8649830,-95.7903965,0.0,102.4,160.7,0.9,12,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:18:06-05:00,29.8650028,-95.7904060,0.0,15.8,158.1,1.3,8,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:19:06-05:00,29.8649702,-95.7904008,0.0,297.8,158.2,0.7,12,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:20:06-05:00,29.8650399,-95.7904079,0.0,159.1,155.7,0.9,8,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:21:06-05:00,29.8649950,-95.7903721,0.0,249.1,158.3,0.7,10,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:22:06-05:00,29.8649977,-95.7903907,0.0,203.6,159.5,0.9,9,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:23:06-05:00,29.8649766,-95.7904082,0.0,91.2,159.4,1.2,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:24:06-05:00,29.8650016,-95.7904083,0.0,86.8,158.5,1.2,10,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:25:06-05:00,29.8649899,-95.7904100,0.0,284.9,158.0,1.1,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:26:06-05:00,29.8649968,-95.7903864,0.0,167.6,159.6,0.9,10,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:27:06-05:00,29.8650244,-95.7904051,0.0,20.0,157.5,0.9,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:28:06-05:00,29.8650154,-95.7903934,0.0,161.0,159.0,1.0,9,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:29:06-05:00,29.8649964,-95.7904095,0.0,15.7,160.4,0.9,10,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:30:06-05:00,29.8649829,-95.7904075,0.0,158.2,159.2,1.2,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:31:06-05:00,29.8649879,-95.7903869,0.0,78.9,159.7,0.8,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:32:06-05:00,29.8649804,-95.7904042,0.0,83.9,158.2,1.2,8,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:33:06-05:00,29.8649709,-95.7903826,0.0,17.3,158.4,0.8,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:34:06-05:00,29.8649854,-95.7904300,0.0,61.3,159.1,0.9,8,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:35:06-05:00,29.8649826,-95.7903646,0.0,11.4,158.8,0.9,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:36:06-05:00,29.8649935,-95.7903913,0.0,82.1,162.3,0.7,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:37:06-05:00,29.8649824,-95.7903899,0.0,171.2,160.5,0.7,12,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:38:06-05:00,29.8649674,-95.7904043,0.0,235.5,159.4,1.0,11,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:40:18-05:00,29.8649873,-95.7903971,27.0,359.5,155.2,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:40:38-05:00,29.8670072,-95.7904473,21.9,359.5,154.8,1.3,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:40:58-05:00,29.8690015,-95.7904528,25.1,359.5,155.8,1.1,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-07T07:41:18-05:00,29.8710246,-95.7904503,26.1,359.4,160.0,1.1,12,1
