device_id,vehicle_id,driver_name,timestamp,latitude,longitude,speed_mph,heading_deg,altitude_ft,hdop,satellites,ignition
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:00:00-05:00,29.7899660,-95.8200000,38.1,270.0,150.5,1.3,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:00:20-05:00,29.7899670,-95.8231067,32.1,270.0,145.0,1.2,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:00:40-05:00,29.7884429,-95.8244760,36.8,179.9,145.8,1.3,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:01:00-05:00,29.7857783,-95.8245288,37.7,270.6,144.2,1.1,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:01:20-05:00,29.7858012,-95.8276352,35.0,270.5,153.3,1.1,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:01:40-05:00,29.7858184,-95.8307416,36.8,269.8,152.1,1.4,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:02:00-05:00,29.7858297,-95.8338481,29.9,270.3,148.0,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:02:20-05:00,29.7858475,-95.8369546,34.0,270.5,151.2,0.7,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:02:40-05:00,29.7858542,-95.8400611,31.4,270.4,155.7,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:03:00-05:00,29.7858710,-95.8431675,34.2,270.7,147.0,0.7,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:03:20-05:00,29.7858781,-95.8462739,29.1,270.4,145.4,1.1,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:03:40-05:00,29.7858951,-95.8493804,29.0,270.2,147.6,0.7,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:04:00-05:00,29.7859060,-95.8524869,31.2,270.3,155.0,1.3,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:04:20-05:00,29.7859366,-95.8555931,37.2,269.8,150.8,1.4,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:04:40-05:00,29.7859371,-95.8586995,37.4,270.3,150.4,1.1,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:05:00-05:00,29.7859528,-95.8618060,29.6,270.3,149.4,1.1,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:05:20-05:00,29.7859693,-95.8649125,31.4,270.4,148.6,1.4,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:05:40-05:00,29.7859785,-95.8680190,35.4,270.3,148.9,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:06:00-05:00,29.7859916,-95.8711255,36.6,270.3,144.3,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:06:20-05:00,29.7860031,-95.8742320,38.3,270.2,154.9,1.0,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-10T07:06:40-05:00,29.7860140,-95.8773386,29.6,270.2,153.4,1.2,10,1
