device_id,vehicle_id,driver_name,timestamp,latitude,longitude,speed_mph,heading_deg,altitude_ft,hdop,satellites,ignition
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:00:00-05:00,29.7899660,-95.8200000,34.4,270.0,154.7,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:00:20-05:00,29.7899670,-95.8229583,30.9,270.0,153.4,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:00:40-05:00,29.7912216,-95.8244549,34.4,0.4,148.7,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:01:00-05:00,29.7937598,-95.8246685,36.7,337.3,147.7,1.3,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:01:20-05:00,29.7962864,-95.8249735,27.4,359.7,154.4,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:01:40-05:00,29.7988536,-95.8249980,32.3,0.9,146.6,1.3,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:02:00-05:00,29.8014208,-95.8250051,30.4,359.6,145.6,0.8,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:02:20-05:00,29.8039879,-95.8250381,33.8,359.5,147.4,0.7,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:02:40-05:00,29.8065552,-95.8250550,32.6,359.8,155.5,1.0,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:03:00-05:00,29.8091223,-95.8250938,27.4,359.8,155.1,0.8,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:03:20-05:00,29.8116896,-95.8251036,32.1,359.8,155.1,0.8,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:03:40-05:00,29.8142535,-95.8250613,36.0,18.3,152.7,0.7,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:04:00-05:00,29.8163429,-95.8234270,35.3,8.1,145.4,1.2,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:04:20-05:00,29.8167292,-95.8208413,28.8,89.3,147.3,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:04:40-05:00,29.8167655,-95.8178829,33.9,89.1,147.5,1.4,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:05:00-05:00,29.8167837,-95.8149239,32.0,89.4,147.9,1.1,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:05:20-05:00,29.8168091,-95.8119650,35.7,89.4,146.3,1.3,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:05:40-05:00,29.8167998,-95.8090126,34.2,93.5,149.9,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:06:00-05:00,29.8171612,-95.8065249,29.5,358.1,146.7,1.3,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:06:20-05:00,29.8197276,-95.8065945,36.6,359.8,152.8,0.8,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:06:40-05:00,29.8222949,-95.8065988,33.8,359.9,145.9,1.3,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:07:00-05:00,29.8248615,-95.8066500,36.4,0.0,152.5,1.2,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:07:20-05:00,29.8274289,-95.8066577,35.9,359.7,154.6,1.1,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:07:40-05:00,29.8299886,-95.8067474,30.7,360.0,149.8,1.3,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:08:00-05:00,29.8325560,-95.8067465,31.0,0.1,146.4,0.8,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:08:20-05:00,29.8351220,-95.8067888,32.4,357.3,152.2,1.3,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:08:40-05:00,29.8376886,-95.8068319,30.6,359.5,153.5,1.0,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:09:00-05:00,29.8402553,-95.8068502,28.2,1.8,151.8,0.8,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:09:20-05:00,29.8428198,-95.8068738,34.3,358.8,147.0,0.7,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:09:40-05:00,29.8453866,-95.8069271,27.2,0.5,146.1,1.1,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:10:00-05:00,29.8479519,-95.8068972,33.3,359.7,154.0,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:10:20-05:00,29.8505190,-95.8069329,28.5,358.1,146.2,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:10:40-05:00,29.8530850,-95.8070275,29.7,358.8,154.6,1.1,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:11:00-05:00,29.8556520,-95.8070771,33.4,0.4,146.6,1.2,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:11:20-05:00,29.8582192,-95.8070639,29.4,359.4,155.8,0.9,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:11:40-05:00,29.8607864,-95.8070943,35.2,359.0,148.2,0.8,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:12:00-05:00,29.8633536,-95.8071293,30.4,359.3,148.5,1.0,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:12:20-05:00,29.8659208,-95.8071638,29.0,1.2,152.1,0.9,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:12:40-05:00,29.8684877,-95.8071288,34.1,359.4,148.0,1.4,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:13:00-05:00,29.8710549,-95.8071576,30.0,359.4,153.9,0.7,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:13:20-05:00,29.8736221,-95.8071864,36.6,359.4,153.3,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:13:40-05:00,29.8749339,-95.8057394,29.0,89.5,146.4,0.8,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:14:00-05:00,29.8749582,-95.8027787,34.0,89.5,149.6,1.4,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:14:20-05:00,29.8749826,-95.7998180,35.9,89.5,144.0,1.3,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:14:40-05:00,29.8750073,-95.7968574,27.1,89.4,148.1,1.0,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:15:00-05:00,29.8750287,-95.7938967,14.9,89.5,150.9,1.4,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:16:00-05:00,29.8702694,-95.7904527,16.3,179.4,150.0,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:17:00-05:00,29.8649960,-95.7903950,0.0,0.0,148.6,1.1,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:17:00-05:00,29.8649960,-95.7903950,0.0,0.0,155.6,0.8,9,0
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:22:00-05:00,29.8649960,-95.7903950,0.0,0.0,150.8,0.8,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:27:00-05:00,29.8649960,-95.7903950,0.0,0.0,146.2,1.4,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:32:00-05:00,29.8649960,-95.7903950,0.0,0.0,148.5,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:37:00-05:00,29.8649960,-95.7903950,0.0,0.0,151.7,1.3,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:42:00-05:00,29.8649960,-95.7903950,0.0,0.0,144.2,1.3,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:47:00-05:00,29.8649960,-95.7903950,0.0,0.0,149.5,1.4,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:47:00-05:00,29.8649960,-95.7903950,30.6,359.5,150.9,1.0,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:47:20-05:00,29.8675830,-95.7904232,31.4,359.5,151.1,0.8,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:47:40-05:00,29.8701700,-95.7904515,31.9,359.4,147.4,0.9,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:48:00-05:00,29.8727568,-95.7904973,27.9,358.4,149.2,1.2,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:48:20-05:00,29.8750497,-95.7908670,34.7,269.5,154.0,1.0,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:48:40-05:00,29.8750290,-95.7938505,28.8,269.5,146.1,1.1,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:49:00-05:00,29.8750075,-95.7968340,34.9,269.4,150.8,0.9,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:49:20-05:00,29.8749826,-95.7998175,27.6,269.5,145.0,1.1,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:49:40-05:00,29.8749581,-95.8028009,31.9,269.5,146.3,0.9,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:50:00-05:00,29.8749336,-95.8057844,36.6,269.5,152.9,0.9,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:50:20-05:00,29.8749080,-95.8087679,29.2,269.5,144.6,1.3,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:50:40-05:00,29.8748824,-95.8117513,33.8,269.4,148.4,1.2,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:51:00-05:00,29.8748564,-95.8147348,32.7,269.4,150.7,1.2,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:51:20-05:00,29.8748337,-95.8177183,28.4,269.5,152.0,1.3,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:51:40-05:00,29.8748134,-95.8207018,35.3,269.5,145.5,1.4,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:52:00-05:00,29.8747922,-95.8236853,29.9,269.5,151.5,1.1,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:52:20-05:00,29.8747712,-95.8266687,34.3,269.5,153.0,1.1,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-11T07:52:40-05:00,29.8747497,-95.8296522,33.3,269.6,152.9,1.3,10,1
