device_id,vehicle_id,driver_name,timestamp,latitude,longitude,speed_mph,heading_deg,altitude_ft,hdop,satellites,ignition
CTX-77003,KOS-07,Krenek,2026-08-04T09:05:00-05:00,30.0190937,-95.8449983,16.2,270.5,151.2,1.2,11,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:05:20-05:00,30.0191067,-95.8464603,15.2,279.0,150.5,0.9,12,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:05:40-05:00,30.0194493,-95.8478636,20.4,291.5,156.4,1.1,11,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:06:00-05:00,30.0201857,-95.8486804,15.7,0.6,158.3,0.8,8,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:06:20-05:00,30.0214282,-95.8485853,15.6,21.1,155.7,0.7,9,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:06:40-05:00,30.0229225,-95.8477642,23.6,23.1,157.1,1.2,10,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:07:00-05:00,30.0247657,-95.8468754,26.2,22.7,156.2,1.1,9,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:07:20-05:00,30.0266094,-95.8459839,26.5,22.7,155.4,1.1,8,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:07:40-05:00,30.0265034,-95.8434735,41.2,113.4,154.0,1.1,9,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:08:00-05:00,30.0252004,-95.8400455,38.9,113.4,153.4,0.8,10,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:08:20-05:00,30.0239218,-95.8366091,40.6,113.4,155.0,1.1,9,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:08:40-05:00,30.0227302,-95.8333589,37.4,114.0,157.0,1.1,8,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:09:00-05:00,30.0216050,-95.8304463,36.0,113.8,157.3,1.3,12,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:09:20-05:00,30.0205102,-95.8275514,35.9,113.8,155.8,1.3,9,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:09:40-05:00,30.0193917,-95.8246559,34.3,113.8,155.6,1.3,12,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:10:00-05:00,30.0182690,-95.8217528,35.0,114.0,152.7,1.1,11,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:10:20-05:00,30.0172015,-95.8188407,32.6,113.0,157.9,1.4,10,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:10:40-05:00,30.0161317,-95.8159068,34.4,114.1,155.5,1.0,12,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:11:00-05:00,30.0136467,-95.8152307,34.9,179.5,156.2,1.3,8,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:11:20-05:00,30.0107356,-95.8152675,35.5,181.6,153.7,1.2,8,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:11:40-05:00,30.0078541,-95.8152027,34.2,178.5,155.7,0.9,9,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:12:00-05:00,30.0049632,-95.8151767,36.0,179.9,154.3,1.3,9,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:12:20-05:00,30.0020488,-95.8151679,34.5,179.8,153.2,0.8,11,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:12:40-05:00,29.9991568,-95.8151489,39.5,179.8,154.2,1.0,10,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:13:00-05:00,29.9962461,-95.8151297,36.1,179.8,157.6,0.9,11,1
CTX-77003,KOS-07,Krenek,2026-08-04T09:13:20-05:00,29.9955457,-95.8124208,34.6,89.4,151.8,0.7,12,1
