device_id,vehicle_id,driver_name,timestamp,latitude,longitude,speed_mph,heading_deg,altitude_ft,hdop,satellites,ignition
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:30:00-05:00,29.8882870,-96.0705090,27.3,89.1,155.4,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:30:20-05:00,29.8883464,-96.0677635,30.5,88.3,153.8,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:30:40-05:00,29.8896297,-96.0665089,30.7,358.1,150.7,0.9,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:31:00-05:00,29.8920096,-96.0665997,26.8,358.1,154.2,1.0,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:31:20-05:00,29.8943895,-96.0666901,32.8,358.1,144.2,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:31:40-05:00,29.8967693,-96.0667806,29.8,358.2,154.6,0.7,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:32:00-05:00,29.8989547,-96.0671247,29.6,268.9,155.5,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:32:20-05:00,29.9005686,-96.0681007,30.1,357.1,146.9,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:32:40-05:00,29.9029475,-96.0682054,29.0,360.0,146.0,0.7,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:33:00-05:00,29.9050418,-96.0678583,27.3,87.0,145.3,1.3,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:33:20-05:00,29.9060644,-96.0661330,32.3,357.7,154.1,1.4,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:33:40-05:00,29.9084425,-96.0662712,26.6,357.2,148.1,1.3,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:34:00-05:00,29.9108210,-96.0664001,25.4,358.0,153.6,0.9,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:34:20-05:00,29.9122703,-96.0653397,28.6,88.5,145.0,1.0,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:34:40-05:00,29.9123293,-96.0625935,33.3,88.6,152.0,1.4,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:35:00-05:00,29.9123819,-96.0598471,27.7,89.4,152.5,1.3,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:35:20-05:00,29.9124069,-96.0571002,26.1,89.4,151.5,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:35:40-05:00,29.9128242,-96.0544355,30.8,58.8,146.4,1.3,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:36:00-05:00,29.9143677,-96.0523581,28.0,57.4,153.4,1.4,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:36:20-05:00,29.9149398,-96.0497422,34.0,88.7,154.1,1.2,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:36:40-05:00,29.9149911,-96.0469957,30.6,88.7,154.9,1.3,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:37:00-05:00,29.9150453,-96.0442493,25.3,88.7,150.6,1.1,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:37:20-05:00,29.9150996,-96.0415028,28.7,88.7,154.3,0.9,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:37:40-05:00,29.9151477,-96.0387562,28.3,89.1,153.4,0.8,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:38:00-05:00,29.9153405,-96.0360305,26.7,67.7,150.4,0.8,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:38:20-05:00,29.9167436,-96.0338456,26.4,54.3,152.0,0.9,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:38:40-05:00,29.9174333,-96.0312793,33.2,88.4,154.0,1.1,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:39:00-05:00,29.9175007,-96.0285331,31.1,88.4,148.2,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:39:20-05:00,29.9175526,-96.0257866,26.5,88.7,144.7,1.3,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:39:40-05:00,29.9176333,-96.0230413,25.2,88.7,151.2,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:40:00-05:00,29.9176954,-96.0202950,33.1,88.5,148.8,1.2,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:40:20-05:00,29.9177585,-96.0175487,30.9,88.5,155.8,1.2,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:40:40-05:00,29.9178216,-96.0148024,33.4,88.5,147.7,0.7,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:41:00-05:00,29.9178907,-96.0120564,27.6,88.1,146.8,0.8,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:41:20-05:00,29.9179563,-96.0093102,28.5,88.7,149.2,0.8,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:41:40-05:00,29.9180127,-96.0065637,29.9,88.6,149.4,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:42:00-05:00,29.9180649,-96.0038171,27.6,89.2,148.4,1.0,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:42:20-05:00,29.9180775,-96.0010700,26.0,90.2,149.2,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:42:40-05:00,29.9181376,-95.9983239,31.5,88.2,155.8,0.7,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:43:00-05:00,29.9181967,-95.9955781,27.0,93.0,154.3,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:43:20-05:00,29.9174283,-95.9930152,27.5,109.8,152.9,1.3,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:43:40-05:00,29.9172083,-95.9903028,30.9,89.5,148.7,1.3,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:44:00-05:00,29.9172289,-95.9875557,30.1,89.5,148.7,1.3,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:44:20-05:00,29.9172577,-95.9848087,33.9,89.1,148.6,1.1,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:44:40-05:00,29.9172955,-95.9820618,27.2,89.4,149.4,1.3,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:45:00-05:00,29.9173209,-95.9793147,33.2,89.4,154.5,0.9,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:45:20-05:00,29.9173463,-95.9765677,32.0,89.4,145.4,1.2,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:45:40-05:00,29.9173897,-95.9738209,29.0,88.7,144.7,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:46:00-05:00,29.9173810,-95.9710738,29.0,90.4,155.0,1.0,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:46:20-05:00,29.9173630,-95.9683267,29.7,90.5,146.8,0.8,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:46:40-05:00,29.9173590,-95.9655795,27.2,90.0,153.9,0.8,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:47:00-05:00,29.9173573,-95.9628322,28.0,90.0,153.3,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:47:20-05:00,29.9173555,-95.9600850,31.3,90.0,154.3,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:47:40-05:00,29.9168596,-95.9578861,30.6,179.5,147.2,0.7,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:48:00-05:00,29.9144786,-95.9578618,32.4,179.5,152.0,1.3,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:48:20-05:00,29.9120975,-95.9578375,26.8,179.5,152.7,1.3,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:48:40-05:00,29.9097164,-95.9578138,28.2,179.5,149.8,0.8,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:49:00-05:00,29.9073354,-95.9577862,25.7,179.4,152.6,1.3,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:49:20-05:00,29.9049543,-95.9577685,31.8,180.0,154.6,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:49:40-05:00,29.9025736,-95.9577317,25.7,178.8,153.3,0.9,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:50:00-05:00,29.9001926,-95.9577032,27.0,179.6,146.1,1.1,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:50:20-05:00,29.8978118,-95.9576650,30.2,179.5,155.8,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:50:40-05:00,29.8954307,-95.9576408,30.6,179.5,150.7,1.0,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:51:00-05:00,29.8930497,-95.9576165,29.9,179.5,148.6,1.0,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:51:20-05:00,29.8906686,-95.9575923,30.0,179.5,151.2,0.9,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:51:40-05:00,29.8882876,-95.9575681,29.8,179.5,144.9,1.3,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:52:00-05:00,29.8859065,-95.9575453,25.9,179.5,153.5,1.2,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:52:20-05:00,29.8835254,-95.9575214,33.7,179.6,155.5,0.7,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:52:40-05:00,29.8811443,-95.9575011,33.4,179.6,144.2,1.1,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:53:00-05:00,29.8787632,-95.9574807,30.7,179.6,155.5,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:53:20-05:00,29.8764231,-95.9577803,34.1,205.8,151.5,1.0,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:53:40-05:00,29.8746425,-95.9595780,31.7,219.1,155.6,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:54:00-05:00,29.8740594,-95.9579341,30.6,92.6,153.1,0.8,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:54:20-05:00,29.8739520,-95.9551909,25.6,92.6,151.6,1.1,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:54:40-05:00,29.8738498,-95.9524474,27.7,91.3,154.3,1.4,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:55:00-05:00,29.8738406,-95.9497018,28.5,89.5,154.3,1.2,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:55:20-05:00,29.8738623,-95.9469558,27.3,89.5,146.3,0.9,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:55:40-05:00,29.8738842,-95.9442099,32.6,89.5,144.6,1.0,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:56:00-05:00,29.8739059,-95.9414640,29.6,89.5,152.0,1.0,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:56:20-05:00,29.8739288,-95.9387181,28.0,89.4,153.2,1.1,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:56:40-05:00,29.8739547,-95.9359722,28.8,89.4,150.9,1.0,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:57:00-05:00,29.8739804,-95.9332263,28.8,89.4,154.3,1.3,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:57:20-05:00,29.8740054,-95.9304805,29.1,89.4,155.4,1.1,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:57:40-05:00,29.8740321,-95.9277346,30.8,89.3,149.8,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:58:00-05:00,29.8740592,-95.9249887,32.4,89.3,144.5,1.1,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:58:20-05:00,29.8740862,-95.9222429,29.4,89.3,149.2,0.9,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:58:40-05:00,29.8741140,-95.9194970,26.9,89.6,146.1,1.2,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:59:00-05:00,29.8741317,-95.9167510,29.7,89.5,147.6,0.8,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:59:20-05:00,29.8741565,-95.9140052,31.8,89.4,147.1,0.8,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T08:59:40-05:00,29.8741818,-95.9112593,27.9,89.4,155.2,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:00:00-05:00,29.8742046,-95.9085134,25.3,89.5,148.2,0.9,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:00:20-05:00,29.8742218,-95.9057674,32.1,89.3,150.3,1.0,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:00:40-05:00,29.8742423,-95.9030215,26.3,89.6,144.9,1.1,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:01:00-05:00,29.8742613,-95.9002755,34.1,89.5,150.7,1.3,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:01:20-05:00,29.8742812,-95.8975295,31.9,89.5,144.2,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:01:40-05:00,29.8743008,-95.8947836,26.5,89.5,149.0,0.9,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:02:00-05:00,29.8743201,-95.8920376,32.8,89.5,146.8,1.2,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:02:20-05:00,29.8731905,-95.8906008,15.1,179.2,148.6,1.1,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:03:20-05:00,29.8660489,-95.8904614,14.6,180.1,150.7,0.8,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:04:20-05:00,29.8598048,-95.8894390,8.2,89.5,154.8,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:05:20-05:00,29.8598665,-95.8812023,16.2,89.5,147.2,1.4,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:06:20-05:00,29.8561641,-95.8781306,0.0,0.0,146.7,0.7,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:06:20-05:00,29.8561641,-95.8781306,0.0,0.0,150.4,1.1,8,0
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:11:20-05:00,29.8561641,-95.8781306,0.0,0.0,144.9,1.3,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:11:20-05:00,29.8598870,-95.8781590,31.7,89.6,149.7,1.4,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:11:40-05:00,29.8599012,-95.8755821,28.8,89.7,145.9,0.7,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:12:00-05:00,29.8599183,-95.8730053,27.7,89.3,154.1,0.7,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:12:20-05:00,29.8599362,-95.8704284,27.4,89.6,155.5,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:12:40-05:00,29.8599550,-95.8678516,28.8,89.5,146.1,1.2,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:13:00-05:00,29.8599473,-95.8652799,26.9,99.4,147.2,0.7,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:13:20-05:00,29.8599198,-95.8627092,25.0,90.0,145.7,0.7,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:13:40-05:00,29.8599315,-95.8601324,24.1,89.5,144.2,1.4,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:14:00-05:00,29.8599479,-95.8575555,25.4,89.6,145.8,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:14:20-05:00,29.8599913,-95.8549791,24.9,89.5,145.4,0.7,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:14:40-05:00,29.8600110,-95.8524023,30.2,90.0,147.4,1.3,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:15:00-05:00,29.8600292,-95.8498255,24.6,89.3,152.5,1.4,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:15:20-05:00,29.8600563,-95.8472487,23.7,89.3,149.8,0.8,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:15:40-05:00,29.8600831,-95.8446720,30.1,89.4,150.4,1.4,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:16:00-05:00,29.8601142,-95.8420955,30.6,88.8,151.9,0.8,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:16:20-05:00,29.8609954,-95.8404761,27.0,359.5,152.2,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:16:40-05:00,29.8632301,-95.8404931,30.5,359.9,152.2,1.3,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:17:00-05:00,29.8654649,-95.8405104,30.0,359.2,144.9,1.2,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:17:20-05:00,29.8676995,-95.8405451,29.2,359.5,144.3,1.3,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:17:40-05:00,29.8699343,-95.8405671,24.0,359.5,155.1,1.1,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:18:00-05:00,29.8721690,-95.8405901,26.8,359.5,149.7,1.1,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:18:20-05:00,29.8744037,-95.8406176,31.9,4.3,148.8,0.9,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:18:40-05:00,29.8746866,-95.8383509,29.7,89.5,155.4,0.8,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:19:00-05:00,29.8747049,-95.8357737,31.1,89.5,144.1,0.9,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:19:20-05:00,29.8747234,-95.8331965,29.8,89.5,148.3,0.7,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:19:40-05:00,29.8747428,-95.8306192,30.1,89.5,145.3,0.8,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:20:00-05:00,29.8747609,-95.8280420,29.1,89.5,145.1,0.7,10,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:20:20-05:00,29.8747797,-95.8254648,31.3,89.5,144.1,1.2,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:20:40-05:00,29.8747980,-95.8228877,28.9,89.5,146.6,0.8,9,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:21:00-05:00,29.8748160,-95.8203104,27.0,89.5,146.0,1.2,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:21:20-05:00,29.8748336,-95.8177332,25.0,89.5,152.3,1.0,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:21:40-05:00,29.8748527,-95.8151560,24.7,89.4,148.3,1.3,11,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:22:00-05:00,29.8748752,-95.8125788,30.4,89.4,144.9,1.3,12,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:22:20-05:00,29.8748977,-95.8100016,24.9,89.4,145.2,1.0,8,1
GT-88214,HEC-FLD-114,Alvey,2026-08-10T09:22:40-05:00,29.8749197,-95.8074244,30.5,89.4,145.4,1.1,11,1
