device_id,vehicle_id,driver_name,timestamp,latitude,longitude,speed_mph,heading_deg,altitude_ft,hdop,satellites,ignition
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:05:00-05:00,29.7899720,-95.8199792,25.6,270.0,150.2,1.1,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:05:20-05:00,29.7899662,-95.8222892,25.5,270.0,150.9,1.0,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:05:40-05:00,29.7900886,-95.8244689,35.8,0.3,150.9,0.9,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:06:00-05:00,29.7928682,-95.8244416,35.5,357.5,142.4,0.8,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:06:20-05:00,29.7955560,-95.8249625,34.7,359.6,149.0,1.3,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:06:40-05:00,29.7983133,-95.8250050,34.4,359.2,148.3,1.1,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:07:00-05:00,29.8010599,-95.8249963,35.3,359.9,153.8,1.0,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:07:20-05:00,29.8038063,-95.8250355,34.3,359.5,151.1,1.4,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:07:40-05:00,29.8065505,-95.8250433,36.8,359.9,152.1,1.1,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:08:00-05:00,29.8093242,-95.8250898,33.5,0.0,148.5,1.3,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:08:20-05:00,29.8120746,-95.8251183,32.6,359.8,147.7,1.4,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:08:40-05:00,29.8147939,-95.8247924,33.5,32.8,146.4,1.3,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:09:00-05:00,29.8167197,-95.8229039,33.3,89.4,147.3,1.1,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:09:20-05:00,29.8167317,-95.8197346,32.9,90.0,146.3,0.9,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:09:40-05:00,29.8167788,-95.8165764,32.8,89.7,147.9,0.7,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:10:00-05:00,29.8168171,-95.8133933,34.8,89.4,152.6,1.4,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:10:20-05:00,29.8168012,-95.8102301,33.1,89.4,149.8,1.1,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:10:40-05:00,29.8167433,-95.8070540,36.1,89.4,150.9,1.0,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:11:00-05:00,29.8190582,-95.8065802,33.6,359.0,149.1,1.3,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:11:20-05:00,29.8217858,-95.8066021,33.2,2.1,150.2,0.7,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:11:40-05:00,29.8245589,-95.8066433,34.4,0.0,149.0,1.4,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:12:00-05:00,29.8272973,-95.8066702,34.9,359.7,148.0,0.8,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:12:20-05:00,29.8300463,-95.8067592,34.9,360.0,150.5,1.0,11,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:12:40-05:00,29.8328145,-95.8067531,34.0,0.1,154.4,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:13:00-05:00,29.8355775,-95.8068056,35.7,359.2,155.2,1.1,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:13:20-05:00,29.8383002,-95.8068216,34.5,1.3,149.5,1.3,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:13:40-05:00,29.8410818,-95.8068157,34.6,1.9,150.8,1.2,9,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:14:00-05:00,29.8438156,-95.8069179,33.0,358.9,149.6,1.2,8,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:14:20-05:00,29.8465624,-95.8068948,34.5,0.8,149.5,0.9,10,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:14:40-05:00,29.8492862,-95.8069101,35.2,359.4,147.6,1.0,12,1
GT-88247,HEC-FLD-129,Ruiz,2026-08-04T07:15:00-05:00,29.8520479,-95.8069902,31.7,358.2,150.7,0.8,8,1
